tableId,bookId,title,pdfPage,printedPage,dice,entryCount,referenceId,canonicalIds,aliasToGroupedReference,referenceAvailable,roll,reroll,rollScope,view,sourceDisclosure,manualReadingChoice,selectRowToResult,manualDieInput,tableTitleSearchRank,tableTitleSearchTop,tableViewCopies,sourceStatus,nonRollableReason,hiddenPlayableRowCount,hiddenPlayableKeys,selectorOmissionCount,selectorKeys,inlineFollowupRows,topLevelDescriptionNotInsideTable,relatedNeedIds,assessment
depths.region.wastland.discovery,depths,Wästland — Discovery,32,29,d10,10,oracle:depths.region.wastland.discovery,"[""depths.region.wastland.discovery""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.region.wastland.discovery,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-region-wastland-discovery""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
depths.region.wastland.monsters,depths,Wästland — Monsters,32,29,d6,6,oracle:depths.region.wastland.monsters,"[""depths.region.wastland.monsters""]",False,True,True,True,single table,True,True,True,False,False,2,rule:regional-monsters:wastland,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-region-wastland-monsters""]",Source identity and quantity are in row text; quantityDice metadata is redundant for reading. Regional monster workflow resolves definitions separately; generic TABLE identity is not a stat block.
depths.region.wastland.npc_professions,depths,Wästland — NPC Professions,32,29,d10,8,oracle:depths.region.wastland.npc_professions,"[""depths.region.wastland.npc_professions""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.region.wastland.npc_professions,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-region-wastland-npc-professions""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
depths.region.kergus.trait,depths,Kergüs — Trait,33,30,d10,7,oracle:depths.region.kergus.trait,"[""depths.region.kergus.trait""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.region.kergus.trait,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-region-kergus-trait""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
depths.region.kergus.feature,depths,Kergüs — Feature,33,30,d10,10,oracle:depths.region.kergus.feature,"[""depths.region.kergus.feature""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.region.kergus.feature,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-region-kergus-feature""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
depths.region.kergus.discovery,depths,Kergüs — Discovery,33,30,d10,10,oracle:depths.region.kergus.discovery,"[""depths.region.kergus.discovery""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.region.kergus.discovery,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-region-kergus-discovery""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
depths.region.kergus.monsters,depths,Kergüs — Monsters,33,30,d6,6,oracle:depths.region.kergus.monsters,"[""depths.region.kergus.monsters""]",False,True,True,True,single table,True,True,True,False,False,2,rule:regional-monsters:kergus,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-region-kergus-monsters""]",Source identity and quantity are in row text; quantityDice metadata is redundant for reading. Regional monster workflow resolves definitions separately; generic TABLE identity is not a stat block.
depths.region.kergus.npc_professions,depths,Kergüs — NPC Professions,33,30,d10,7,oracle:depths.region.kergus.npc_professions,"[""depths.region.kergus.npc_professions""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.region.kergus.npc_professions,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-region-kergus-npc-professions""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
depths.rare.look,depths,Rare Monster — Card 1: Overall Look,16,13,card rank,13,oracle:depths.rare.look,"[""depths.rare.look""]",False,True,False,False,single table,True,True,True,False,False,1,oracle:depths.rare.look,1,VERIFIED,Playing card rank A–K; not d13. Deck draws should preserve rank/suit and dependence across the five-card procedure.,0,[],13,"[""rank""]",0,False,"[""depths-depths-rare-look"", ""depths-rare-five-card""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit. Automatic roll is deliberately blocked; see nonRollableReason. This alone is not a defective table.
depths.rare.feature,depths,Rare Monster — Card 2: Defining Feature,17,14,card rank,13,oracle:depths.rare.feature,"[""depths.rare.feature""]",False,True,False,False,single table,True,True,True,False,False,1,oracle:depths.rare.feature,1,VERIFIED,Playing card rank A–K; not d13. Deck draws should preserve rank/suit and dependence across the five-card procedure.,0,[],13,"[""rank""]",0,False,"[""depths-depths-rare-feature"", ""depths-rare-five-card""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit. Automatic roll is deliberately blocked; see nonRollableReason. This alone is not a defective table.
depths.rare.intention,depths,Rare Monster — 1st & 2nd Cards: Intention,17,14,ordered card suit pair,16,oracle:depths.rare.intention,"[""depths.rare.intention""]",False,True,False,False,single table,True,True,True,False,False,1,oracle:depths.rare.intention,1,VERIFIED,Ordered suits of cards 1 and 2 (16 combinations). No independent dice formula is printed.,0,[],16,"[""suits"", ""symbols""]",0,False,"[""depths-depths-rare-intention"", ""depths-rare-five-card""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit. Automatic roll is deliberately blocked; see nonRollableReason. This alone is not a defective table.
depths.rare.special,depths,Rare Monster — 3rd & 4th Cards: Special,19,16,ordered card suit pair,16,oracle:depths.rare.special,"[""depths.rare.special""]",False,True,False,False,single table,True,True,True,False,False,1,oracle:depths.rare.special,1,VERIFIED,Ordered suits of cards 3 and 4 (16 combinations). Double-spade result draws more cards. No independent dice formula is printed.,0,[],16,"[""suits"", ""symbols""]",0,False,"[""depths-depths-rare-special"", ""depths-rare-five-card""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit. Automatic roll is deliberately blocked; see nonRollableReason. This alone is not a defective table.
depths.rare.harder,depths,Creature Difficulty Modification — Tougher,20,17,d6,6,oracle:depths.rare.harder,"[""depths.rare.harder""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.rare.harder,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-rare-harder""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit. Source card/choice follow-up instructions are in full entry.text.
depths.rare.easier,depths,Creature Difficulty Modification — Spend Omens,21,18,choice,5,oracle:depths.rare.easier,"[""depths.rare.easier""]",False,True,False,False,single table,True,True,True,False,False,1,oracle:depths.rare.easier,1,VERIFIED,Player spends Omens (max 2) and CHOOSES among 5 modifications. This is not a random d5 table.,0,[],0,[],0,False,"[""depths-depths-rare-easier""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit. Source card/choice follow-up instructions are in full entry.text. Automatic roll is deliberately blocked; see nonRollableReason. This alone is not a defective table.
depths.enemyStats,depths,Enemy Stats Generator,15,12,TR-d4 (+ optional contextual modifier),15,oracle:depths.enemyStats,"[""depths.enemyStats""]",False,True,False,False,single table,True,True,True,False,False,1,oracle:depths.enemyStats,1,VERIFIED,"Lookup input is TR minus d4, plus contextual creature strength/weakness modifiers. Printed rows 2–16+ are not equally likely outcomes.",0,[],1,"[""printedIndex""]",0,False,"[""depths-depths-enemystats""]",All 15 HP/Morale/Attack/Armor blocks are already in entry.text. These metadata keys are NOT hidden-stat gaps. The final 16+ selector loses its plus sign in TABLE. Automatic roll is deliberately blocked; see nonRollableReason. This alone is not a defective table.
depths.danger,depths,Reveal a Danger,11,8,d6,6,oracle:depths.danger,"[""depths.danger""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.danger,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-danger""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
depths.travel.encounter,depths,Determining the Encounter,25,22,d20,8,oracle:depths.travel.encounter,"[""depths.travel.encounter""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.travel.encounter,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-travel-encounter"", ""depths-hex-encounters""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
depths.travel.storyConnection,depths,Story Connection,25,22,d6,3,oracle:depths.travel.storyConnection,"[""depths.travel.storyConnection""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:depths.travel.storyConnection,1,VERIFIED,,0,[],0,[],0,False,"[""depths-depths-travel-storyconnection""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.cultName0,heretic,Seeds of a Cvlt — Its Name: First Column,2,,d12,12,oracle:heretic.cultName0,"[""heretic.cultName0""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.cultName0,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:cult-column-procedure"", ""heretic:table-cultName0""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.cultName1,heretic,Seeds of a Cvlt — Its Name: Second Column,2,,d12,12,oracle:heretic.cultName1,"[""heretic.cultName1""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.cultName1,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:cult-column-procedure"", ""heretic:table-cultName1""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.cultKeyMember0,heretic,Seeds of a Cvlt — Key Member: First Column,2,,d10,10,oracle:heretic.cultKeyMember0,"[""heretic.cultKeyMember0""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.cultKeyMember0,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:cult-column-procedure"", ""heretic:table-cultKeyMember0""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.cultKeyMember1,heretic,Seeds of a Cvlt — Key Member: Second Column,2,,d10,10,oracle:heretic.cultKeyMember1,"[""heretic.cultKeyMember1""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.cultKeyMember1,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:cult-column-procedure"", ""heretic:table-cultKeyMember1""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.cultKeyMember2,heretic,Seeds of a Cvlt — Key Member: Third Column,2,,d10,10,oracle:heretic.cultKeyMember2,"[""heretic.cultKeyMember2""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.cultKeyMember2,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:cult-column-procedure"", ""heretic:table-cultKeyMember2""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.cultStatus,heretic,Seeds of a Cvlt — The Cult Is…,2,,d10,6,oracle:heretic.cultStatus,"[""heretic.cultStatus""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.cultStatus,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-cultStatus""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.cultHeadquarters,heretic,Seeds of a Cvlt — Headquarters,2,,d10,10,oracle:heretic.cultHeadquarters,"[""heretic.cultHeadquarters""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.cultHeadquarters,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-cultHeadquarters""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.cultDoctrine,heretic,"Seeds of a Cvlt — In Order to Reach the Shimmering Fields, One Must…",3,,d20,20,oracle:heretic.cultDoctrine,"[""heretic.cultDoctrine""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.cultDoctrine,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-cultDoctrine""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.cultHates,heretic,Seeds of a Cvlt — They Truly Hate…,3,,d20,20,oracle:heretic.cultHates,"[""heretic.cultHates""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.cultHates,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-cultHates""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.gravesRandomEncounter,heretic,Graves Left Wanting — Random Encounter,22,20,d10,6,oracle:heretic.gravesRandomEncounter,"[""heretic.gravesRandomEncounter""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.gravesRandomEncounter,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:graves-encounter-actors"", ""heretic:graves-travel"", ""heretic:table-gravesRandomEncounter""]",Quantities are already in text. Sensory Strangeness is named but its legacy followupTable key does not create an automatic child roll.
heretic.gravesSensoryStrangeness,heretic,Graves Left Wanting — Sensory Strangeness,22,20,d8,8,oracle:heretic.gravesSensoryStrangeness,"[""heretic.gravesSensoryStrangeness""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.gravesSensoryStrangeness,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:graves-travel"", ""heretic:table-gravesSensoryStrangeness""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.gravesTrails,heretic,Graves Left Wanting — Walking the Trails…,22,20,d4,4,oracle:heretic.gravesTrails,"[""heretic.gravesTrails""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.gravesTrails,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:graves-travel"", ""heretic:table-gravesTrails""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.gravesKnowledge,heretic,Graves Left Wanting — What You Know About Graven-Tosk,22,20,d6,6,oracle:heretic.gravesKnowledge,"[""heretic.gravesKnowledge""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.gravesKnowledge,1,VERIFIED,,6,"[""truth""]",0,[],0,False,"[""heretic:table-gravesKnowledge""]",Six rumor texts display; source true/false/maybe labels are omitted from TABLE and generic ROLL.
heretic.gravesLootBodies,heretic,Graves Left Wanting — Loot the Bodies,24,22,d6,6,oracle:heretic.gravesLootBodies,"[""heretic.gravesLootBodies"", ""heretic.gravesLootBodies""]",False,True,True,True,all group steps,True,True,True,False,False,1,oracle:heretic.gravesLootBodies,2,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-gravesLootBodies""]",The same source table is intentionally rolled twice. TABLE loops canonicalIds without deduplication and renders this identical six-row table twice; source data itself is not duplicated.
heretic.gravesUrn,heretic,Graves Left Wanting — Open an Urn,27,25,d4,4,oracle:heretic.gravesUrn,"[""heretic.gravesUrn""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.gravesUrn,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-gravesUrn""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.gravesUnkeyStrongbox,heretic,"Graves Left Wanting — Strongbox, Unlocked by Unkey",25,23,d4,4,oracle:heretic.gravesUnkeyStrongbox,"[""heretic.gravesUnkeyStrongbox""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.gravesUnkeyStrongbox,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-gravesUnkeyStrongbox""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.curses,heretic,You Are Cursed — What Now?,36,34,d20,20,oracle:heretic.curses,"[""heretic.curses""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.curses,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-curses""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.curseHelper,heretic,You Are Cursed — They Say One Can Help You. Who?,37,35,d10,10,oracle:heretic.curseHelper,"[""heretic.curseHelper""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.curseHelper,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-curseHelper""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
heretic.curseKnowledgePrice,heretic,You Are Cursed — What Is the Price for This Knowledge?,37,35,d10,10,oracle:heretic.curseKnowledgePrice,"[""heretic.curseKnowledgePrice""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:heretic.curseKnowledgePrice,1,VERIFIED,,0,[],0,[],0,False,"[""heretic:table-curseKnowledgePrice""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.action-1,mythic2,Action 1,48,47,d100,100,oracle:mythic2.meaning.action-1,"[""mythic2.meaning.action-1"", ""mythic2.meaning.action-2""]",False,True,True,True,all group steps,True,True,True,False,False,1,oracle:mythic2.meaning.action-1,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-action-pair"", ""mythic-first-scene""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.action-2,mythic2,Action 2,48,47,d100,100,oracle:mythic2.meaning.action-1,"[""mythic2.meaning.action-1"", ""mythic2.meaning.action-2""]",True,True,True,True,all group steps,True,True,True,False,False,1,oracle:mythic2.meaning.action-1,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-action-pair"", ""mythic-first-scene""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.descriptor-1,mythic2,Descriptor 1,49,48,d100,100,oracle:mythic2.meaning.descriptor-1,"[""mythic2.meaning.descriptor-1"", ""mythic2.meaning.descriptor-2""]",False,True,True,True,all group steps,True,True,True,False,False,1,oracle:mythic2.meaning.descriptor-1,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-description-pair""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.descriptor-2,mythic2,Descriptor 2,49,48,d100,100,oracle:mythic2.meaning.descriptor-1,"[""mythic2.meaning.descriptor-1"", ""mythic2.meaning.descriptor-2""]",True,True,True,True,all group steps,True,True,True,False,False,1,oracle:mythic2.meaning.descriptor-1,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-description-pair""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.adventure-tone,mythic2,Adventure Tone,88,87,d100,100,oracle:mythic2.meaning.adventure-tone,"[""mythic2.meaning.adventure-tone""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.adventure-tone,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-adventure-tone""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.alien-species-descriptors,mythic2,Alien Species Descriptors,88,87,d100,100,oracle:mythic2.meaning.alien-species-descriptors,"[""mythic2.meaning.alien-species-descriptors""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.alien-species-descriptors,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-alien-species-descriptors""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.animal-actions,mythic2,Animal Actions,88,87,d100,100,oracle:mythic2.meaning.animal-actions,"[""mythic2.meaning.animal-actions""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.animal-actions,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-animal-actions""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.army-descriptors,mythic2,Army Descriptors,89,88,d100,100,oracle:mythic2.meaning.army-descriptors,"[""mythic2.meaning.army-descriptors""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.army-descriptors,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-army-descriptors""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.cavern-descriptors,mythic2,Cavern Descriptors,89,88,d100,100,oracle:mythic2.meaning.cavern-descriptors,"[""mythic2.meaning.cavern-descriptors""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.cavern-descriptors,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-cavern-descriptors""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.characters,mythic2,Characters,50,49,d100,100,oracle:mythic2.meaning.characters,"[""mythic2.meaning.characters""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.characters,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-first-scene"", ""mythic-meaning-characters""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-actions-combat,mythic2,"Character Actions, Combat",90,89,d100,100,oracle:mythic2.meaning.character-actions-combat,"[""mythic2.meaning.character-actions-combat""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-actions-combat,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-actions-combat""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-actions-general,mythic2,"Character Actions, General",90,89,d100,100,oracle:mythic2.meaning.character-actions-general,"[""mythic2.meaning.character-actions-general""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-actions-general,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-actions-general""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-appearance,mythic2,Character Appearance,90,89,d100,100,oracle:mythic2.meaning.character-appearance,"[""mythic2.meaning.character-appearance""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-appearance,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-appearance""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-background,mythic2,Character Background,91,90,d100,100,oracle:mythic2.meaning.character-background,"[""mythic2.meaning.character-background""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-background,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-background""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-conversations,mythic2,Character Conversations,91,90,d100,100,oracle:mythic2.meaning.character-conversations,"[""mythic2.meaning.character-conversations""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-conversations,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-conversations""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-descriptors,mythic2,Character Descriptors,91,90,d100,100,oracle:mythic2.meaning.character-descriptors,"[""mythic2.meaning.character-descriptors""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-descriptors,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-descriptors""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-identity,mythic2,Character Identity,92,91,d100,100,oracle:mythic2.meaning.character-identity,"[""mythic2.meaning.character-identity""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-identity,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-identity""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-motivations,mythic2,Character Motivations,92,91,d100,100,oracle:mythic2.meaning.character-motivations,"[""mythic2.meaning.character-motivations""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-motivations,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-motivations""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-personality,mythic2,Character Personality,92,91,d100,100,oracle:mythic2.meaning.character-personality,"[""mythic2.meaning.character-personality""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-personality,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-personality""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-skills,mythic2,Character Skills,93,92,d100,100,oracle:mythic2.meaning.character-skills,"[""mythic2.meaning.character-skills""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-skills,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-skills""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.character-traits-flaws,mythic2,Character Traits & Flaws,93,92,d100,100,oracle:mythic2.meaning.character-traits-flaws,"[""mythic2.meaning.character-traits-flaws""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.character-traits-flaws,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-character-traits-flaws""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.city-descriptors,mythic2,City Descriptors,93,92,d100,100,oracle:mythic2.meaning.city-descriptors,"[""mythic2.meaning.city-descriptors""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.city-descriptors,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-city-descriptors""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.civilization-descriptors,mythic2,Civilization Descriptors,94,93,d100,100,oracle:mythic2.meaning.civilization-descriptors,"[""mythic2.meaning.civilization-descriptors""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.civilization-descriptors,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-civilization-descriptors""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.creature-abilities,mythic2,Creature Abilities,94,93,d100,100,oracle:mythic2.meaning.creature-abilities,"[""mythic2.meaning.creature-abilities""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.creature-abilities,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-creature-abilities""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
mythic2.meaning.creature-descriptors,mythic2,Creature Descriptors,94,93,d100,100,oracle:mythic2.meaning.creature-descriptors,"[""mythic2.meaning.creature-descriptors""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:mythic2.meaning.creature-descriptors,1,VERIFIED,,0,[],0,[],0,False,"[""mythic-meaning-creature-descriptors""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
