ID,Book,PDF page,Printed page,Section,Content,Type,Classification,Severity,Frequency,Friction,Priority,Current App Path,Searchable? / tested query,Context-linked?,Table view?,Problem,Recommended minimal fix,Need ID,Solution categories,Workflows
core-class-effect-esoteric-hermit-4,MÖRK BORG Bare Bones,51,51,Equipment / Named effects,Initiate of the Invisible College,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.esotericHermitItem > TABLE; saved Character > Class features,indirect: Initiate of the Invisible College,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. Temporary summoned scrolls route only through manually finding Sacred/Unclean; no linked selection shown.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-esoteric-hermit-4,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-esoteric-hermit-4,MÖRK BORG Full Edition (Second Printing),55,51,Equipment / Named effects,Initiate of the Invisible College,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.esotericHermitItem > TABLE; saved Character > Class features,indirect: Initiate of the Invisible College,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. Temporary summoned scrolls route only through manually finding Sacred/Unclean; no linked selection shown.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-esoteric-hermit-4,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-esoteric-hermit-5,MÖRK BORG Bare Bones,51,51,Equipment / Named effects,Bard of the Undying,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.esotericHermitItem > TABLE; saved Character > Class features,indirect: Bard of the Undying,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-esoteric-hermit-5,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-esoteric-hermit-5,MÖRK BORG Full Edition (Second Printing),55,51,Equipment / Named effects,Bard of the Undying,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.esotericHermitItem > TABLE; saved Character > Class features,indirect: Bard of the Undying,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-esoteric-hermit-5,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-esoteric-hermit-6,MÖRK BORG Bare Bones,51,51,Equipment / Named effects,Hawk as Weapon,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.esotericHermitItem > TABLE; saved Character > Class features,indirect: Hawk as Weapon,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-esoteric-hermit-6,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-esoteric-hermit-6,MÖRK BORG Full Edition (Second Printing),55,51,Equipment / Named effects,Hawk as Weapon,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.esotericHermitItem > TABLE; saved Character > Class features,indirect: Hawk as Weapon,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-esoteric-hermit-6,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-wretched-royalty,MÖRK BORG Bare Bones,52; 53,"52,53",Optional Classes,Wretched Royalty — full class reference,Class,PARTIAL,P2,3,4,12,Campaign > Characters > Class > Wretched Royalty > Generate > Class features,indirect: Wretched Royalty — full class reference,no,n/a,All printed base rules are in the private class definition and generated sheet; universal search finds background/feature random tables instead of a complete non-generating Class reference.,"Add a read-only Class reference using existing playerRules, creation dice and canonical feature tables; allow lookup without creating a character.",core-class-wretched-royalty,CLASS_REFERENCE; RESULT_LINK,Character
core-full-class-wretched-royalty,MÖRK BORG Full Edition (Second Printing),57,53,Optional Classes,Wretched Royalty — full class reference,Class,PARTIAL,P2,3,4,12,Campaign > Characters > Class > Wretched Royalty > Generate > Class features,indirect: Wretched Royalty — full class reference,no,n/a,All printed base rules are in the private class definition and generated sheet; universal search finds background/feature random tables instead of a complete non-generating Class reference.,"Add a read-only Class reference using existing playerRules, creation dice and canonical feature tables; allow lookup without creating a character.",core-class-wretched-royalty,CLASS_REFERENCE; RESULT_LINK,Character
core-background-wretched-royalty,MÖRK BORG Bare Bones,52,52,Wretched Royalty background options,Wretched Royalty background options,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.wretchedRoyaltyDownfall,yes: Wretched Royalty background options,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-background-wretched-royalty,,Character
core-full-background-wretched-royalty,MÖRK BORG Full Edition (Second Printing),57,53,Wretched Royalty background options,Wretched Royalty background options,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.wretchedRoyaltyDownfall,yes: Wretched Royalty background options,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-background-wretched-royalty,,Character
core-class-effect-wretched-royalty-1,MÖRK BORG Bare Bones,53,53,Equipment / Named effects,The Blade of Your Ancestors,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: The Blade of Your Ancestors,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-1,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-wretched-royalty-1,MÖRK BORG Full Edition (Second Printing),57,53,Equipment / Named effects,The Blade of Your Ancestors,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: The Blade of Your Ancestors,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-1,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-wretched-royalty-2,MÖRK BORG Bare Bones,53,53,Equipment / Named effects,Poltroon the Court Jester,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: Poltroon the Court Jester,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-2,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-wretched-royalty-2,MÖRK BORG Full Edition (Second Printing),57,53,Equipment / Named effects,Poltroon the Court Jester,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: Poltroon the Court Jester,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-2,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-wretched-royalty-3,MÖRK BORG Bare Bones,53,53,Equipment / Named effects,Barbarister the Incredible Horse,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: Barbarister the Incredible Horse,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-3,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-wretched-royalty-3,MÖRK BORG Full Edition (Second Printing),57,53,Equipment / Named effects,Barbarister the Incredible Horse,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: Barbarister the Incredible Horse,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-3,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-wretched-royalty-4,MÖRK BORG Bare Bones,53,53,Equipment / Named effects,Hamfund the Squire,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: Hamfund the Squire,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-4,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-wretched-royalty-4,MÖRK BORG Full Edition (Second Printing),57,53,Equipment / Named effects,Hamfund the Squire,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: Hamfund the Squire,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-4,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-wretched-royalty-5,MÖRK BORG Bare Bones,53,53,Equipment / Named effects,The Snake-Skin Gift,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: The Snake-Skin Gift,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-5,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-wretched-royalty-5,MÖRK BORG Full Edition (Second Printing),57,53,Equipment / Named effects,The Snake-Skin Gift,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: The Snake-Skin Gift,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-5,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-wretched-royalty-6,MÖRK BORG Bare Bones,53,53,Equipment / Named effects,Horn of the Schleswig Lords,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: Horn of the Schleswig Lords,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-6,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-wretched-royalty-6,MÖRK BORG Full Edition (Second Printing),57,53,Equipment / Named effects,Horn of the Schleswig Lords,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.wretchedRoyaltyItems > TABLE; saved Character > Class features,indirect: Horn of the Schleswig Lords,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-wretched-royalty-6,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-heretical-priest,MÖRK BORG Bare Bones,54; 55,"54,55",Optional Classes,Heretical Priest — full class reference,Class,PARTIAL,P2,3,4,12,Campaign > Characters > Class > Heretical Priest > Generate > Class features,indirect: Heretical Priest — full class reference,no,n/a,All printed base rules are in the private class definition and generated sheet; universal search finds background/feature random tables instead of a complete non-generating Class reference.,"Add a read-only Class reference using existing playerRules, creation dice and canonical feature tables; allow lookup without creating a character.",core-class-heretical-priest,CLASS_REFERENCE; RESULT_LINK,Character
core-full-class-heretical-priest,MÖRK BORG Full Edition (Second Printing),59,55,Optional Classes,Heretical Priest — full class reference,Class,PARTIAL,P2,3,4,12,Campaign > Characters > Class > Heretical Priest > Generate > Class features,indirect: Heretical Priest — full class reference,no,n/a,All printed base rules are in the private class definition and generated sheet; universal search finds background/feature random tables instead of a complete non-generating Class reference.,"Add a read-only Class reference using existing playerRules, creation dice and canonical feature tables; allow lookup without creating a character.",core-class-heretical-priest,CLASS_REFERENCE; RESULT_LINK,Character
core-background-heretical-priest,MÖRK BORG Bare Bones,54,54,Heretical Priest background options,Heretical Priest background options,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.hereticalPriestOrigins,yes: Heretical Priest background options,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-background-heretical-priest,,Character
core-full-background-heretical-priest,MÖRK BORG Full Edition (Second Printing),59,55,Heretical Priest background options,Heretical Priest background options,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.hereticalPriestOrigins,yes: Heretical Priest background options,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-background-heretical-priest,,Character
core-class-effect-heretical-priest-1,MÖRK BORG Bare Bones,55,55,Equipment / Named effects,Sacred Shepherd’s Crook,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: Sacred Shepherd’s Crook,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-1,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-heretical-priest-1,MÖRK BORG Full Edition (Second Printing),59,55,Equipment / Named effects,Sacred Shepherd’s Crook,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: Sacred Shepherd’s Crook,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-1,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-heretical-priest-2,MÖRK BORG Bare Bones,55,55,Equipment / Named effects,Stolen Mitre,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: Stolen Mitre,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-2,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-heretical-priest-2,MÖRK BORG Full Edition (Second Printing),59,55,Equipment / Named effects,Stolen Mitre,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: Stolen Mitre,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-2,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-heretical-priest-3,MÖRK BORG Bare Bones,55,55,Equipment / Named effects,List of Sins,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: List of Sins,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-3,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-heretical-priest-3,MÖRK BORG Full Edition (Second Printing),59,55,Equipment / Named effects,List of Sins,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: List of Sins,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-3,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-heretical-priest-4,MÖRK BORG Bare Bones,55,55,Equipment / Named effects,The Blasphemous Nechrubel Bible,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: The Blasphemous Nechrubel Bible,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-4,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-heretical-priest-4,MÖRK BORG Full Edition (Second Printing),59,55,Equipment / Named effects,The Blasphemous Nechrubel Bible,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: The Blasphemous Nechrubel Bible,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-4,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-heretical-priest-5,MÖRK BORG Bare Bones,55,55,Equipment / Named effects,Stones Taken from Thel-Emas’ Lost Temple,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: Stones Taken from Thel-Emas’ Lost Temple,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-5,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-heretical-priest-5,MÖRK BORG Full Edition (Second Printing),59,55,Equipment / Named effects,Stones Taken from Thel-Emas’ Lost Temple,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: Stones Taken from Thel-Emas’ Lost Temple,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-5,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-heretical-priest-6,MÖRK BORG Bare Bones,55,55,Equipment / Named effects,(Wrong Jesus) Crucifix,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: (Wrong Jesus) Crucifix,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-6,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-heretical-priest-6,MÖRK BORG Full Edition (Second Printing),59,55,Equipment / Named effects,(Wrong Jesus) Crucifix,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.hereticalPriestItem > TABLE; saved Character > Class features,indirect: (Wrong Jesus) Crucifix,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-heretical-priest-6,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-occult-herbmaster,MÖRK BORG Bare Bones,56; 57,"56,57",Optional Classes,Occult Herbmaster — full class reference,Class,PARTIAL,P2,3,4,12,Campaign > Characters > Class > Occult Herbmaster > Generate > Class features,indirect: Occult Herbmaster — full class reference,no,n/a,All printed base rules are in the private class definition and generated sheet; universal search finds background/feature random tables instead of a complete non-generating Class reference.,"Add a read-only Class reference using existing playerRules, creation dice and canonical feature tables; allow lookup without creating a character.",core-class-occult-herbmaster,CLASS_REFERENCE; RESULT_LINK,Character
core-full-class-occult-herbmaster,MÖRK BORG Full Edition (Second Printing),60; 61,"56,57",Optional Classes,Occult Herbmaster — full class reference,Class,PARTIAL,P2,3,4,12,Campaign > Characters > Class > Occult Herbmaster > Generate > Class features,indirect: Occult Herbmaster — full class reference,no,n/a,All printed base rules are in the private class definition and generated sheet; universal search finds background/feature random tables instead of a complete non-generating Class reference.,"Add a read-only Class reference using existing playerRules, creation dice and canonical feature tables; allow lookup without creating a character.",core-class-occult-herbmaster,CLASS_REFERENCE; RESULT_LINK,Character
core-background-occult-herbmaster,MÖRK BORG Bare Bones,56,56,Occult Herbmaster background options,Occult Herbmaster background options,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.occultHerbmasterOrigins,yes: Occult Herbmaster background options,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-background-occult-herbmaster,,Character
core-full-background-occult-herbmaster,MÖRK BORG Full Edition (Second Printing),61,57,Occult Herbmaster background options,Occult Herbmaster background options,Table,RESOLVED,—,3,1,3,Reference Desk > oracle:core.occultHerbmasterOrigins,yes: Occult Herbmaster background options,no,yes,Reviewed the source text and available mechanical output; usable via the cited route.,None.,core-background-occult-herbmaster,,Character
core-class-effect-occult-herbmaster-1,MÖRK BORG Bare Bones,57,57,Equipment / Named effects,Red Poison decoction,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Red Poison decoction,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-1,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-occult-herbmaster-1,MÖRK BORG Full Edition (Second Printing),60,56,Equipment / Named effects,Red Poison decoction,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Red Poison decoction,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-1,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-occult-herbmaster-2,MÖRK BORG Bare Bones,57,57,Equipment / Named effects,Ezumiels Vapor,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Ezumiels Vapor,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-2,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-occult-herbmaster-2,MÖRK BORG Full Edition (Second Printing),60,56,Equipment / Named effects,Ezumiels Vapor,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Ezumiels Vapor,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-2,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-occult-herbmaster-3,MÖRK BORG Bare Bones,57,57,Equipment / Named effects,Southern Frog Stew,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Southern Frog Stew,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-3,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-occult-herbmaster-3,MÖRK BORG Full Edition (Second Printing),60,56,Equipment / Named effects,Southern Frog Stew,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Southern Frog Stew,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-3,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-occult-herbmaster-4,MÖRK BORG Bare Bones,57,57,Equipment / Named effects,Elixir Vitalis,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Elixir Vitalis,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-4,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
